correct_word,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,morpheme_breakdown,common_typos,typo_patterns,correction_rules,phonetic_rules,error_categories
सिम्रिक,सि,सिम्,सिम्र,सिम्रि,सिम्रिक,सिम्रिक,स+इ+म+र+इ+क,"[""सिम्रिक्"",""सिम्रिक"",""सीम्रिक"",""सिम्रिक"",""सिहम्रिक"",""सिम्रिकह"",""सिम्रिक""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""i→i"",""m→m"",""r→r"",""n→n"",""dʱ→dʱ""]","[""consonant_insertion"",""epenthesis""]"
सिरानी,सिर,सिरा,सिरान,सिरानी,सिरानी,सिरानी,स+इ+र+आ+न+ई,"[""सिरानी"",""सिरानी"",""सीरानी"",""सिरानी"",""सिहरानी"",""सिरानीह"",""सिरानी""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""i→i"",""r→r"",""aː→aː"",""m→m""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सिर्जना,सिर्,सिर्ज,सिर्जन,सिर्जना,सिर्जना,सिर्जना,स+इ+र+ज+न+आ,"[""सिर्जना"",""सिर्जना"",""सीर्जना"",""सिर्जना"",""सिहर्जना"",""सिर्जनाह"",""सिर्जना""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""i→i"",""r→r"",""dʒ→dʒ"",""n→n""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सुख,सु,सुख,सुख,सुख,सुख,सुख,स+उ+ख,"[""सुख्"",""सुख"",""सूख"",""सुख"",""सुहख"",""सुखह"",""सुख""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""kʰ→kʰ"",""n→n""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सुगन्ध,सु,सुग,सुगन्,सुगन्ध,सुगन्ध,सुगन्ध,स+उ+ग+न+ध,"[""सुगन्ध्"",""सुगन्ध"",""सूगन्ध"",""सुगन्ध"",""सुहगन्ध"",""सुगन्धह"",""सुगन्ध""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""ɡ→ɡ"",""a→a"",""r→r""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सुगम,सु,सुग,सुगम,सुगम,सुगम,सुगम,स+उ+ग+म,"[""सुगम्"",""सुगम"",""सूगम"",""सुगम"",""सुहगम"",""सुगमह"",""सुगम""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""ɡ→ɡ"",""a→a"",""l→l"",""o→o""]","[""consonant_insertion"",""epenthesis""]"
सुदिन,सु,सुद,सुदि,सुदिन,सुदिन,सुदिन,स+उ+द+इ+न,"[""सुदिन्"",""सुदिन"",""सूदिन"",""सुदिन"",""सुहदिन"",""सुदिनह"",""सुदिन""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""d→d"",""i→i"",""a→a"",""r→r""]","[""consonant_insertion"",""epenthesis""]"
सुधन,सु,सुध,सुधन,सुधन,सुधन,सुधन,स+उ+ध+न,"[""सुधन्"",""सुधन"",""सूधन"",""सुधन"",""सुहधन"",""सुधनह"",""सुधन""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""dʱ→dʱ"",""a→a"",""n→n""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सुधार,सु,सुध,सुधा,सुधार,सुधार,सुधार,स+उ+ध+आ+र,"[""सुधार्"",""सुधार"",""सूधार"",""सुधार"",""सुहधार"",""सुधारह"",""सुधार""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""dʱ→dʱ"",""aː→aː"",""r→r"",""ɡ→ɡ""]","[""consonant_insertion"",""epenthesis""]"
सुन,सु,सुन,सुन,सुन,सुन,सुन,स+उ+न,"[""सुन्"",""सुन"",""सून"",""सुन"",""सुहन"",""सुनह"",""सुन""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""n→n"",""kʰ→kʰ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सुनौलो,सु,सुन,सुनौ,सुनौल,सुनौलो,सुनौलो,स+उ+न+औ+ल+ओ,"[""सुनौलो"",""सुनौलो"",""सूनौलो"",""सुनौलो"",""सुहनौलो"",""सुनौलोह"",""सुनौलो""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""n→n"",""ɔː→ɔː"",""ɡ→ɡ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सुन्दर,सु,सुन्,सुन्द,सुन्दर,सुन्दर,सुन्दर,स+उ+न+द+र,"[""सुन्दर्"",""सुन्दर"",""सून्दर"",""सुन्दर"",""सुहन्दर"",""सुन्दरह"",""सुन्दर""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""n→n"",""d→d"",""k→k"",""ʂ→ʂ"",""aː→aː""]","[""consonant_insertion""]"
सुमन,सु,सुम,सुमन,सुमन,सुमन,सुमन,स+उ+म+न,"[""सुमन्"",""सुमन"",""सूमन"",""सुमन"",""सुहमन"",""सुमनह"",""सुमन""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""m→m"",""a→a"",""dʒ→dʒ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सुमार्ग,सु,सुम,सुमा,सुमार्,सुमार्ग,सुमार्ग,स+उ+म+आ+र+ग,"[""सुमार्ग्"",""सुमार्ग"",""सूमार्ग"",""सुमार्ग"",""सुहमार्ग"",""सुमार्गह"",""सुमार्ग""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""m→m"",""aː→aː"",""bʱ→bʱ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सुमुख,सु,सुम,सुमु,सुमुख,सुमुख,सुमुख,स+उ+म+उ+ख,"[""सुमुख्"",""सुमुख"",""सूमुख"",""सुमुख"",""सुहमुख"",""सुमुखह"",""सुमुख""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""m→m"",""u→u"",""r→r"",""ɳ→ɳ""]","[""consonant_insertion"",""epenthesis""]"
सुयोग,सु,सुय,सुयो,सुयोग,सुयोग,सुयोग,स+उ+य+ओ+ग,"[""सुयोग्"",""सुयोग"",""सूयोग"",""सुयोग"",""सुहयोग"",""सुयोगह"",""सुयोग""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""j→j"",""o→o"",""dʱ→dʱ"",""aː→aː""]","[""consonant_insertion"",""epenthesis""]"
सुरक्षा,सु,सुर,सुरक्,सुरक्ष,सुरक्षा,सुरक्षा,स+उ+र+क+ष+आ,"[""सुरक्षा"",""सुरक्षा"",""सूरक्षा"",""सुरक्षा"",""सुहरक्षा"",""सुरक्षाह"",""सुरक्षा""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""r→r"",""a→a"",""l→l""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सुरज,सु,सुर,सुरज,सुरज,सुरज,सुरज,स+उ+र+ज,"[""सुरज्"",""सुरज"",""सूरज"",""सुरज"",""सुहरज"",""सुरजह"",""सुरज""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""r→r"",""a→a""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सुलभ,सु,सुल,सुलभ,सुलभ,सुलभ,सुलभ,स+उ+ल+भ,"[""सुलभ्"",""सुलभ"",""सूलभ"",""सुलभ"",""सुहलभ"",""सुलभह"",""सुलभ""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""l→l"",""a→a"",""t→t""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
सुवर्ण,सु,सुव,सुवर्,सुवर्ण,सुवर्ण,सुवर्ण,स+उ+व+र+ण,"[""सुवर्ण्"",""सुवर्ण"",""सूवर्ण"",""सुवर्ण"",""सुहवर्ण"",""सुवर्णह"",""सुवर्ण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""ʋ→ʋ"",""a→a"",""i→i"",""ɳ→ɳ""]","[""consonant_insertion"",""epenthesis""]"
सुविधा,सु,सुव,सुवि,सुविध,सुविधा,सुविधा,स+उ+व+इ+ध+आ,"[""सुविधा"",""सुविधा"",""सूविधा"",""सुविधा"",""सुहविधा"",""सुविधाह"",""सुविधा""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""ʋ→ʋ"",""i→i"",""i→i"",""t→t""]","[""consonant_insertion"",""epenthesis""]"
सुशील,सु,सुश,सुशी,सुशील,सुशील,सुशील,स+उ+श+ई+ल,"[""सुशील्"",""सुशील"",""सूशील"",""सुशील"",""सुहशील"",""सुशीलह"",""सुशील""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""u→u"",""ʃ→ʃ"",""iː→iː"",""e→e"",""l→l"",""iː→iː""]","[""consonant_insertion""]"
सेवा,से,सेव,सेवा,सेवा,सेवा,सेवा,स+ए+व+आ,"[""सेवा"",""सेवा"",""सेवआ"",""सेवा"",""सेहवा"",""सेवाह"",""सेवा""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""e→e"",""ʋ→ʋ"",""aː→aː"",""i→i"",""m→m""]","[""consonant_insertion"",""epenthesis""]"
सौगात,सौ,सौग,सौगा,सौगात,सौगात,सौगात,स+औ+ग+आ+त,"[""सौगात्"",""सौगात"",""सौगाआत"",""सौगात"",""सौहगात"",""सौगातह"",""सौगात""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""ɔː→ɔː"",""ɡ→ɡ"",""aː→aː"",""d→d"",""i→i"",""k→k""]","[""consonant_insertion""]"
हरिण,हर,हरि,हरिण,हरिण,हरिण,हरिण,ह+र+इ+ण,"[""हरिण्"",""हरिण"",""हरिण"",""हरिण"",""हरहिण"",""हरिणह"",""हरिण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""h→h"",""a→a"",""r→r"",""ɳ→ɳ""]","[consonant_insertion"",""epenthesis"",""vowel_elongation""]"
हरित,हर,हरि,हरित,हरित,हरित,हरित,ह+र+इ+त,"[""हरित्"",""हरित"",""हरित"",""हरित"",""हरहित"",""हरितह"",""हरित""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""h→h"",""a→a"",""r→r"",""t→t""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
हवेली,हव,हवे,हवेल,हवेली,हवेली,हवेली,ह+व+ए+ल+ई,"[""हवेली"",""हवेली"",""हवेलीई"",""हवेली"",""हवहेली"",""हवेलीह"",""हवेली""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""h→h"",""a→a"",""ʋ→ʋ"",""l→l"",""iː→iː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
हाकिम,हा,हाक,हाकि,हाकिम,हाकिम,हाकिम,ह+आ+क+इ+म,"[""हाकिम्"",""हाकिम"",""हाकिम"",""हाकिम"",""हाहकिम"",""हाकिमह"",""हाकिम""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""h→h"",""aː→aː"",""k→k"",""m→m""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
